Row Labels,Count of CaseNumber,,,,,,,
2019-0H9-012674,4,,,,,,,
3884,2,,,,,,,
3914,2,,,,,,,
2019-0H9-012718,1,,,,,,,
4180,1,,,,,,,
2019-0H9-012874,1,,,,,,,
3914,1,,,,,,,
2019-0H9-012971,1,,,,,,,
3617,1,,,,,,,
2019-0H9-013075,1,,,,,,,
3871,1,,,,,,,
2019-0H9-013088,1,,,,,,,
3871,1,,,,,,,
2019-0H9-013160,1,,,,,,,
4198,1,,,,,,,
2019-0H9-013169,1,,,,,,,
4198,1,,,,,,,
2019-0H9-013178,1,,,,,,,
4199,1,,,,,,,
2019-0H9-013269,1,,,,,,,
3914,1,,,,,,,
2019-0H9-013285,1,,,,,,,
3610,1,,,,,,,
2019-0H9-013304,1,,,,,,,
3542,1,,,,,,,
2019-0H9-013334,1,,,,,,,
3542,1,,,,,,,
2019-0H9-013352,1,,,,,,,
3871,1,,,,,,,
2019-0H9-013385,3,,,,,,,
817,1,,,,,,,
4452,1,,,,,,,
4537,1,,,,,,,
2019-GEE-000343,2,,,,,,,
2918,1,,,,,,,
3027,1,,,,,,,
2019-GEE-000986,3,,,,,,,
3493,1,,,,,,,
3517,1,,,,,,,
3661,1,,,,,,,
2019-GES-000533,1,,,,,,,
3880,1,,,,,,,
2019-GES-000570,6,,,,,,,
3349,3,,,,,,,
3717,3,,,,,,,
2019-GES-000647,2,,,,,,,
(blank),2,,,,,,,
2019-GES-001686,2,,,,,,,
2788,1,,,,,,,
3106,1,,,,,,,
2019-TK9-001626,1,,,,,,,
3895,1,,,,,,,
2019-TK9-002009,1,,,,,,,
3076,1,,,,,,,
2019-TST-000126,1,,,,,,,
3581,1,,,,,,,
2019-TST-000190,1,,,,,,,
3542,1,,,,,,,
2019-TST-000234,1,,,,,,,
4004,1,,,,,,,
2020-0A2-008638,2,,,,,,,
4340,2,,,,,,,
2020-0A3-000407,1,,,,,,,
3468,1,,,,,,,
2020-0A3-000705,1,,,,,,,
3468,1,,,,,,,
2020-0A4-001911,3,,,,,,,
4367,3,,,,,,,
2020-0A4-009003,1,,,,,,,
4281,1,,,,,,,
2020-0A4-012058,1,,,,,,,
3968,1,,,,,,,
2020-0A5-000791,1,,,,,,,
3538,1,,,,,,,
2020-0A5-001641,2,,,,,,,
3765,2,,,,,,,
2020-0A5-003274,4,,,,,,,
3765,2,,,,,,,
4365,2,,,,,,,
2020-0A5-004381,1,,,,,,,
(blank),1,,,,,,,
2020-0A5-004663,3,,,,,,,
3765,3,,,,,,,
2020-0A5-004732,1,,,,,,,
3855,1,,,,,,,
2020-0A5-004792,1,,,,,,,
3915,1,,,,,,,
2020-0A5-004796,1,,,,,,,
3765,1,,,,,,,
2020-0A5-004975,1,,,,,,,
3765,1,,,,,,,
2020-0A5-005228,2,,,,,,,
2007,1,,,,,,,
3765,1,,,,,,,
2020-0A5-005486,2,,,,,,,
2007,2,,,,,,,
2020-0A5-005623,1,,,,,,,
3643,1,,,,,,,
2020-0A5-005668,1,,,,,,,
3765,1,,,,,,,
2020-0A5-006307,9,,,,,,,
3757,3,,,,,,,
4414,3,,,,,,,
4594,3,,,,,,,
2020-0A5-006955,2,,,,,,,
3765,2,,,,,,,
2020-0A5-008243,1,,,,,,,
(blank),1,,,,,,,
2020-0A5-008488,1,,,,,,,
3765,1,,,,,,,
2020-0A5-008670,1,,,,,,,
3765,1,,,,,,,
2020-0A5-008672,1,,,,,,,
3765,1,,,,,,,
2020-0A6-001794,1,,,,,,,
4328,1,,,,,,,
2020-0A6-003293,1,,,,,,,
3643,1,,,,,,,
2020-0A6-004305,1,,,,,,,
4394,1,,,,,,,
2020-0A6-005139,1,,,,,,,
4394,1,,,,,,,
2020-0B2-000223,1,,,,,,,
4134,1,,,,,,,
2020-0B2-002567,1,,,,,,,
(blank),1,,,,,,,
2020-0B2-005959,1,,,,,,,
4131,1,,,,,,,
2020-0B5-005011,6,,,,,,,
(blank),6,,,,,,,
2020-0B6-001899,1,,,,,,,
4377,1,,,,,,,
2020-0B6-005021,1,,,,,,,
4059,1,,,,,,,
2020-0B6-007899,8,,,,,,,
3750,4,,,,,,,
4447,4,,,,,,,
2020-0B6-011397,4,,,,,,,
3676,2,,,,,,,
4063,2,,,,,,,
2020-0C4-000642,1,,,,,,,
4127,1,,,,,,,
2020-0C4-002024,1,,,,,,,
4127,1,,,,,,,
2020-0C4-003089,2,,,,,,,
(blank),2,,,,,,,
2020-0C4-003268,2,,,,,,,
4127,1,,,,,,,
4177,1,,,,,,,
2020-0C5-003176,2,,,,,,,
3981,1,,,,,,,
4491,1,,,,,,,
2020-0C6-001260,3,,,,,,,
4128,3,,,,,,,
2020-0C6-001603,1,,,,,,,
4172,1,,,,,,,
2020-0C9-004592,1,,,,,,,
3371,1,,,,,,,
2020-0CH-000169,1,,,,,,,
3967,1,,,,,,,
2020-0CH-000527,1,,,,,,,
(blank),1,,,,,,,
2020-0D2-006326,2,,,,,,,
3575,1,,,,,,,
4618,1,,,,,,,
2020-0D2-006327,1,,,,,,,
(blank),1,,,,,,,
2020-0D3-005928,1,,,,,,,
4257,1,,,,,,,
2020-0D3-005931,1,,,,,,,
4257,1,,,,,,,
2020-0D3-010730,4,,,,,,,
4130,2,,,,,,,
4622,2,,,,,,,
2020-0D3-011091,4,,,,,,,
4294,2,,,,,,,
4614,2,,,,,,,
2020-0D3-012278,1,,,,,,,
4614,1,,,,,,,
2020-0D4-003138,1,,,,,,,
3646,1,,,,,,,
2020-0D4-004403,1,,,,,,,
3646,1,,,,,,,
2020-0D4-004568,6,,,,,,,
3102,3,,,,,,,
3894,3,,,,,,,
2020-0D4-005288,6,,,,,,,
3646,6,,,,,,,
2020-0D4-006028,1,,,,,,,
3476,1,,,,,,,
2020-0D4-006893,3,,,,,,,
4532,3,,,,,,,
2020-0D4-007129,3,,,,,,,
4532,3,,,,,,,
2020-0D4-008090,1,,,,,,,
3646,1,,,,,,,
2020-0D4-009344,2,,,,,,,
3646,2,,,,,,,
2020-0D4-009592,2,,,,,,,
3646,2,,,,,,,
2020-0D4-009640,3,,,,,,,
3646,3,,,,,,,
2020-0D7-000202,1,,,,,,,
2754,1,,,,,,,
2020-0F1-000042,1,,,,,,,
1763,1,,,,,,,
2020-0F1-000214,2,,,,,,,
2582,1,,,,,,,
3383,1,,,,,,,
2020-0F1-001192,2,,,,,,,
3019,1,,,,,,,
3031,1,,,,,,,
2020-0F1-001647,1,,,,,,,
3459,1,,,,,,,
2020-0F1-001790,1,,,,,,,
3194,1,,,,,,,
2020-0F1-001853,2,,,,,,,
2474,1,,,,,,,
2829,1,,,,,,,
2020-0F1-002681,1,,,,,,,
777,1,,,,,,,
2020-0F1-003071,1,,,,,,,
1934,1,,,,,,,
2020-0F1-003855,4,,,,,,,
995,1,,,,,,,
1763,1,,,,,,,
3265,1,,,,,,,
4233,1,,,,,,,
2020-0F1-004158,1,,,,,,,
3019,1,,,,,,,
2020-0F1-004204,1,,,,,,,
3484,1,,,,,,,
2020-0F1-004326,1,,,,,,,
2753,1,,,,,,,
2020-0F1-004525,2,,,,,,,
2474,1,,,,,,,
2877,1,,,,,,,
2020-0F1-005589,1,,,,,,,
3048,1,,,,,,,
2020-0F1-005592,1,,,,,,,
1354,1,,,,,,,
2020-0F1-005674,3,,,,,,,
3018,1,,,,,,,
3194,1,,,,,,,
4008,1,,,,,,,
2020-0F1-005682,2,,,,,,,
3912,2,,,,,,,
2020-0F1-005688,2,,,,,,,
3194,2,,,,,,,
2020-0F1-005714,2,,,,,,,
3960,1,,,,,,,
4211,1,,,,,,,
2020-0F1-005738,2,,,,,,,
3285,1,,,,,,,
3459,1,,,,,,,
2020-0F1-005925,2,,,,,,,
4067,1,,,,,,,
4191,1,,,,,,,
2020-0F1-005926,1,,,,,,,
4191,1,,,,,,,
2020-0F1-005979,1,,,,,,,
1434,1,,,,,,,
2020-0F1-006215,1,,,,,,,
1354,1,,,,,,,
2020-0F1-006408,1,,,,,,,
1434,1,,,,,,,
2020-0F1-006417,1,,,,,,,
3459,1,,,,,,,
2020-0F1-006761,2,,,,,,,
3552,1,,,,,,,
4211,1,,,,,,,
2020-0F1-006987,1,,,,,,,
1980,1,,,,,,,
2020-0F1-006993,1,,,,,,,
1980,1,,,,,,,
2020-0F1-007144,1,,,,,,,
3948,1,,,,,,,
2020-0F1-007758,1,,,,,,,
3246,1,,,,,,,
2020-0F1-007957,1,,,,,,,
1434,1,,,,,,,
2020-0F1-008213,1,,,,,,,
3912,1,,,,,,,
2020-0F1-008269,1,,,,,,,
2256,1,,,,,,,
2020-0F1-008555,2,,,,,,,
2153,2,,,,,,,
2020-0F1-008801,1,,,,,,,
2613,1,,,,,,,
2020-0F1-008923,2,,,,,,,
4003,1,,,,,,,
4124,1,,,,,,,
2020-0F1-008927,1,,,,,,,
4233,1,,,,,,,
2020-0F1-008938,3,,,,,,,
3114,1,,,,,,,
3331,1,,,,,,,
3441,1,,,,,,,
2020-0F1-009225,2,,,,,,,
1084,1,,,,,,,
2095,1,,,,,,,
2020-0F1-009377,4,,,,,,,
4065,2,,,,,,,
4233,2,,,,,,,
2020-0F1-009596,4,,,,,,,
2580,2,,,,,,,
3665,2,,,,,,,
2020-0F1-009597,1,,,,,,,
2580,1,,,,,,,
2020-0F1-010019,1,,,,,,,
1980,1,,,,,,,
2020-0F1-010023,1,,,,,,,
1980,1,,,,,,,
2020-0F1-010164,3,,,,,,,
3948,1,,,,,,,
4084,1,,,,,,,
4109,1,,,,,,,
2020-0F1-010193,3,,,,,,,
2434,1,,,,,,,
2877,1,,,,,,,
3576,1,,,,,,,
2020-0F1-010257,1,,,,,,,
3956,1,,,,,,,
2020-0F1-010358,1,,,,,,,
4039,1,,,,,,,
2020-0F1-010458,2,,,,,,,
4084,1,,,,,,,
4124,1,,,,,,,
2020-0F1-010497,4,,,,,,,
2474,2,,,,,,,
2991,2,,,,,,,
2020-0F1-010582,2,,,,,,,
2559,1,,,,,,,
3123,1,,,,,,,
2020-0F1-010658,3,,,,,,,
3194,3,,,,,,,
2020-0F1-010876,1,,,,,,,
4195,1,,,,,,,
2020-0F1-011093,2,,,,,,,
3459,1,,,,,,,
3960,1,,,,,,,
2020-0F1-011128,3,,,,,,,
3665,3,,,,,,,
2020-0F1-011266,1,,,,,,,
4233,1,,,,,,,
2020-0F1-011310,8,,,,,,,
995,4,,,,,,,
2256,4,,,,,,,
2020-0F1-011406,1,,,,,,,
2908,1,,,,,,,
2020-0F1-011466,6,,,,,,,
1980,2,,,,,,,
3912,2,,,,,,,
4166,2,,,,,,,
2020-0F1-011521,1,,,,,,,
3383,1,,,,,,,
2020-0F1-011606,1,,,,,,,
3246,1,,,,,,,
2020-0F1-011650,2,,,,,,,
3246,1,,,,,,,
3912,1,,,,,,,
2020-0F1-011828,1,,,,,,,
1729,1,,,,,,,
2020-0F1-011887,1,,,,,,,
4233,1,,,,,,,
2020-0F1-011919,1,,,,,,,
3194,1,,,,,,,
2020-0F1-011921,3,,,,,,,
2422,1,,,,,,,
3665,1,,,,,,,
4067,1,,,,,,,
2020-0F1-011987,2,,,,,,,
3383,2,,,,,,,
2020-0F1-012126,1,,,,,,,
4067,1,,,,,,,
2020-0F1-012208,1,,,,,,,
777,1,,,,,,,
2020-0F1-012341,2,,,,,,,
3114,1,,,,,,,
3285,1,,,,,,,
2020-0F1-012752,2,,,,,,,
4075,1,,,,,,,
4191,1,,,,,,,
2020-0F1-012771,3,,,,,,,
1006,1,,,,,,,
3956,1,,,,,,,
4124,1,,,,,,,
2020-0F1-012786,1,,,,,,,
(blank),1,,,,,,,
2020-0F1-012995,1,,,,,,,
3665,1,,,,,,,
2020-0F1-012996,1,,,,,,,
(blank),1,,,,,,,
2020-0F1-013053,1,,,,,,,
2915,1,,,,,,,
2020-0F1-013119,2,,,,,,,
1434,2,,,,,,,
2020-0F1-013281,4,,,,,,,
1793,1,,,,,,,
3045,1,,,,,,,
3431,1,,,,,,,
3576,1,,,,,,,
2020-0F1-013429,2,,,,,,,
3114,1,,,,,,,
3956,1,,,,,,,
2020-0F1-013502,1,,,,,,,
2915,1,,,,,,,
2020-0F1-013522,1,,,,,,,
3045,1,,,,,,,
2020-0F1-013524,1,,,,,,,
3045,1,,,,,,,
2020-0F1-013626,2,,,,,,,
1763,1,,,,,,,
4075,1,,,,,,,
2020-0F1-013670,1,,,,,,,
3045,1,,,,,,,
2020-0F1-013677,1,,,,,,,
3045,1,,,,,,,
2020-0F1-013695,1,,,,,,,
3045,1,,,,,,,
2020-0F1-013729,3,,,,,,,
995,1,,,,,,,
3383,1,,,,,,,
3948,1,,,,,,,
2020-0F1-014005,2,,,,,,,
3123,1,,,,,,,
4039,1,,,,,,,
2020-0F1-014263,3,,,,,,,
2256,1,,,,,,,
2580,1,,,,,,,
3995,1,,,,,,,
2020-0F1-014287,1,,,,,,,
3459,1,,,,,,,
2020-0F1-014428,1,,,,,,,
3459,1,,,,,,,
2020-0F1-014594,1,,,,,,,
3474,1,,,,,,,
2020-0F1-014661,4,,,,,,,
1980,1,,,,,,,
2256,1,,,,,,,
2272,1,,,,,,,
4109,1,,,,,,,
2020-0F1-014745,1,,,,,,,
1934,1,,,,,,,
2020-0F1-015116,3,,,,,,,
777,1,,,,,,,
2877,1,,,,,,,
3045,1,,,,,,,
2020-0F1-015231,2,,,,,,,
3123,2,,,,,,,
2020-0F1-015253,8,,,,,,,
995,4,,,,,,,
4215,4,,,,,,,
2020-0F1-015271,2,,,,,,,
995,1,,,,,,,
4084,1,,,,,,,
2020-0F1-015329,2,,,,,,,
965,1,,,,,,,
3665,1,,,,,,,
2020-0F1-015687,2,,,,,,,
3265,1,,,,,,,
4065,1,,,,,,,
2020-0F1-016808,6,,,,,,,
1980,2,,,,,,,
4067,2,,,,,,,
4211,2,,,,,,,
2020-0F1-017305,6,,,,,,,
1571,2,,,,,,,
1980,2,,,,,,,
4075,2,,,,,,,
2020-0F1-017320,1,,,,,,,
1571,1,,,,,,,
2020-0F1-017362,2,,,,,,,
2095,1,,,,,,,
2496,1,,,,,,,
2020-0F1-017389,1,,,,,,,
3387,1,,,,,,,
2020-0F1-017608,3,,,,,,,
691,1,,,,,,,
3441,1,,,,,,,
4046,1,,,,,,,
2020-0F1-017664,1,,,,,,,
3912,1,,,,,,,
2020-0F1-017714,1,,,,,,,
3194,1,,,,,,,
2020-0F1-017739,1,,,,,,,
2474,1,,,,,,,
2020-0F1-017809,4,,,,,,,
2908,2,,,,,,,
3287,2,,,,,,,
2020-0F1-018058,20,,,,,,,
2740,5,,,,,,,
3114,5,,,,,,,
4003,5,,,,,,,
4065,5,,,,,,,
2020-0F1-018070,1,,,,,,,
4109,1,,,,,,,
2020-0F1-018110,2,,,,,,,
2496,1,,,,,,,
3459,1,,,,,,,
2020-0F1-018226,4,,,,,,,
3479,2,,,,,,,
4166,2,,,,,,,
2020-0F1-018483,3,,,,,,,
671,1,,,,,,,
3045,1,,,,,,,
3387,1,,,,,,,
2020-0F1-018493,2,,,,,,,
2559,1,,,,,,,
2664,1,,,,,,,
2020-0F1-018533,1,,,,,,,
1742,1,,,,,,,
2020-0F1-018604,5,,,,,,,
1763,1,,,,,,,
1980,1,,,,,,,
3265,1,,,,,,,
3995,1,,,,,,,
4124,1,,,,,,,
2020-0F1-018666,1,,,,,,,
3387,1,,,,,,,
2020-0F1-018699,1,,,,,,,
3012,1,,,,,,,
2020-0F1-018732,1,,,,,,,
2664,1,,,,,,,
2020-0F1-018832,1,,,,,,,
3383,1,,,,,,,
2020-0F1-018898,2,,,,,,,
3045,1,,,,,,,
3576,1,,,,,,,
2020-0F1-018968,2,,,,,,,
1763,1,,,,,,,
4195,1,,,,,,,
2020-0F1-018981,1,,,,,,,
1763,1,,,,,,,
2020-0F1-019002,1,,,,,,,
2915,1,,,,,,,
2020-0F1-019039,3,,,,,,,
1971,1,,,,,,,
2153,1,,,,,,,
2740,1,,,,,,,
2020-0F1-019051,2,,,,,,,
1971,1,,,,,,,
2740,1,,,,,,,
2020-0F1-019076,1,,,,,,,
3139,1,,,,,,,
2020-0F1-019141,4,,,,,,,
3552,2,,,,,,,
4003,2,,,,,,,
2020-0F1-019144,2,,,,,,,
2580,1,,,,,,,
3912,1,,,,,,,
2020-0F1-019147,1,,,,,,,
2740,1,,,,,,,
2020-0F1-019159,4,,,,,,,
692,2,,,,,,,
2580,2,,,,,,,
2020-0F1-019201,2,,,,,,,
2496,1,,,,,,,
3045,1,,,,,,,
2020-0F1-019225,2,,,,,,,
2474,1,,,,,,,
2613,1,,,,,,,
2020-0F1-019227,2,,,,,,,
2851,1,,,,,,,
2877,1,,,,,,,
2020-0F1-019298,1,,,,,,,
4211,1,,,,,,,
2020-0F1-019313,1,,,,,,,
1763,1,,,,,,,
2020-0F1-019748,2,,,,,,,
C1879,1,,,,,,,
C2070,1,,,,,,,
2020-0F1-019902,1,,,,,,,
2338,1,,,,,,,
2020-0F1-020000,2,,,,,,,
3287,1,,,,,,,
3956,1,,,,,,,
2020-0F1-020393,2,,,,,,,
2580,1,,,,,,,
4003,1,,,,,,,
2020-0F1-020395,4,,,,,,,
2272,1,,,,,,,
2645,1,,,,,,,
3114,1,,,,,,,
4109,1,,,,,,,
2020-0F1-020610,1,,,,,,,
2836,1,,,,,,,
2020-0F1-020741,2,,,,,,,
1571,1,,,,,,,
4075,1,,,,,,,
2020-0F1-020848,2,,,,,,,
863,2,,,,,,,
2020-0F1-020978,1,,,,,,,
2474,1,,,,,,,
2020-0F1-021264,2,,,,,,,
1571,1,,,,,,,
4166,1,,,,,,,
2020-0F1-021568,2,,,,,,,
3441,2,,,,,,,
2020-0F1-021683,4,,,,,,,
3921,2,,,,,,,
4048,2,,,,,,,
2020-0F1-022356,2,,,,,,,
1549,1,,,,,,,
3045,1,,,,,,,
2020-0F1-022403,1,,,,,,,
3665,1,,,,,,,
2020-0F1-022654,2,,,,,,,
1084,1,,,,,,,
3912,1,,,,,,,
2020-0F1-022684,2,,,,,,,
1854,1,,,,,,,
4048,1,,,,,,,
2020-0F1-022777,1,,,,,,,
3411,1,,,,,,,
2020-0F1-022848,3,,,,,,,
1854,1,,,,,,,
2596,1,,,,,,,
4046,1,,,,,,,
2020-0F1-023541,1,,,,,,,
4195,1,,,,,,,
2020-0F1-023659,1,,,,,,,
863,1,,,,,,,
2020-0F1-023929,3,,,,,,,
2829,1,,,,,,,
2851,1,,,,,,,
3031,1,,,,,,,
2020-0F1-023985,2,,,,,,,
1084,1,,,,,,,
1118,1,,,,,,,
2020-0F1-024049,1,,,,,,,
1084,1,,,,,,,
2020-0F1-024050,3,,,,,,,
1415,1,,,,,,,
3973,1,,,,,,,
4008,1,,,,,,,
2020-0F1-024247,2,,,,,,,
1854,1,,,,,,,
3431,1,,,,,,,
2020-0F1-024308,1,,,,,,,
3383,1,,,,,,,
2020-0F1-024333,2,,,,,,,
995,2,,,,,,,
2020-0F1-024448,2,,,,,,,
2829,1,,,,,,,
4048,1,,,,,,,
2020-0F1-024607,1,,,,,,,
3912,1,,,,,,,
2020-0F1-024975,1,,,,,,,
3287,1,,,,,,,
2020-0F1-025087,2,,,,,,,
2095,1,,,,,,,
3045,1,,,,,,,
2020-0F1-025088,2,,,,,,,
2664,1,,,,,,,
3045,1,,,,,,,
2020-0F1-025366,1,,,,,,,
995,1,,,,,,,
2020-0F1-025907,4,,,,,,,
2474,1,,,,,,,
2575,1,,,,,,,
3045,1,,,,,,,
3434,1,,,,,,,
2020-0F1-025941,1,,,,,,,
3045,1,,,,,,,
2020-0F1-026085,2,,,,,,,
777,1,,,,,,,
3045,1,,,,,,,
2020-0F1-026993,2,,,,,,,
995,2,,,,,,,
2020-0F1-027177,1,,,,,,,
4109,1,,,,,,,
2020-0F1-027229,1,,,,,,,
3387,1,,,,,,,
2020-0F1-027254,1,,,,,,,
3045,1,,,,,,,
2020-0F1-027281,1,,,,,,,
3045,1,,,,,,,
2020-0F1-027369,2,,,,,,,
3383,1,,,,,,,
4109,1,,,,,,,
2020-0F1-027377,1,,,,,,,
C2070,1,,,,,,,
2020-0F1-027518,2,,,,,,,
3383,1,,,,,,,
3479,1,,,,,,,
2020-0F1-027576,3,,,,,,,
995,1,,,,,,,
3441,1,,,,,,,
4039,1,,,,,,,
2020-0F1-027601,2,,,,,,,
1971,2,,,,,,,
2020-0F1-027677,2,,,,,,,
863,1,,,,,,,
3387,1,,,,,,,
2020-0F1-028418,2,,,,,,,
1415,1,,,,,,,
3431,1,,,,,,,
2020-0F1-028444,2,,,,,,,
1084,1,,,,,,,
4048,1,,,,,,,
2020-0F1-028529,4,,,,,,,
3265,2,,,,,,,
3912,2,,,,,,,
2020-0F1-028708,1,,,,,,,
3912,1,,,,,,,
2020-0F1-028808,1,,,,,,,
863,1,,,,,,,
2020-0F1-028812,1,,,,,,,
3912,1,,,,,,,
2020-0F1-029211,1,,,,,,,
1592,1,,,,,,,
2020-0F1-029386,1,,,,,,,
2851,1,,,,,,,
2020-0F1-029616,2,,,,,,,
3912,2,,,,,,,
2020-0F1-029696,5,,,,,,,
1980,1,,,,,,,
2580,1,,,,,,,
3265,1,,,,,,,
3459,1,,,,,,,
4233,1,,,,,,,
2020-0F1-029701,4,,,,,,,
2580,2,,,,,,,
4003,2,,,,,,,
2020-0F1-030402,2,,,,,,,
2474,1,,,,,,,
3991,1,,,,,,,
2020-0F1-030484,2,,,,,,,
1763,1,,,,,,,
2559,1,,,,,,,
2020-0F1-030542,1,,,,,,,
1980,1,,,,,,,
2020-0F1-031273,2,,,,,,,
3052,1,,,,,,,
3459,1,,,,,,,
2020-0F1-031927,1,,,,,,,
1084,1,,,,,,,
2020-0F1-032285,1,,,,,,,
3948,1,,,,,,,
2020-0F1-032657,2,,,,,,,
2877,1,,,,,,,
3459,1,,,,,,,
2020-0F1-032775,4,,,,,,,
3029,2,,,,,,,
3912,2,,,,,,,
2020-0F1-032844,1,,,,,,,
2908,1,,,,,,,
2020-0F1-032954,4,,,,,,,
3265,2,,,,,,,
3431,2,,,,,,,
2020-0F1-033201,4,,,,,,,
2664,1,,,,,,,
3434,1,,,,,,,
3462,1,,,,,,,
3921,1,,,,,,,
2020-0F1-033247,2,,,,,,,
3968,1,,,,,,,
4109,1,,,,,,,
2020-0F1-033572,2,,,,,,,
995,1,,,,,,,
3383,1,,,,,,,
2020-0F1-033654,2,,,,,,,
2923,1,,,,,,,
3441,1,,,,,,,
2020-0F1-033921,1,,,,,,,
1084,1,,,,,,,
2020-0F1-034194,1,,,,,,,
3018,1,,,,,,,
2020-0F1-034420,2,,,,,,,
3012,1,,,,,,,
4109,1,,,,,,,
2020-0F1-034738,2,,,,,,,
4003,2,,,,,,,
2020-0F1-036002,2,,,,,,,
3479,1,,,,,,,
4233,1,,,,,,,
2020-0F1-036344,2,,,,,,,
2711,1,,,,,,,
4211,1,,,,,,,
2020-0F1-036374,1,,,,,,,
2711,1,,,,,,,
2020-0F1-036815,4,,,,,,,
1802,2,,,,,,,
3163,2,,,,,,,
2020-0F1-036854,2,,,,,,,
1934,1,,,,,,,
4233,1,,,,,,,
2020-0F1-036913,1,,,,,,,
1934,1,,,,,,,
2020-0F1-038008,1,,,,,,,
1854,1,,,,,,,
2020-0F1-038594,5,,,,,,,
3018,1,,,,,,,
3045,1,,,,,,,
3973,1,,,,,,,
3991,1,,,,,,,
4124,1,,,,,,,
2020-0F1-038667,2,,,,,,,
3018,1,,,,,,,
3462,1,,,,,,,
2020-0F1-038730,1,,,,,,,
4109,1,,,,,,,
2020-0F1-039343,2,,,,,,,
3960,1,,,,,,,
4008,1,,,,,,,
2020-0F1-039815,1,,,,,,,
658,1,,,,,,,
2020-0F1-039991,2,,,,,,,
691,1,,,,,,,
1375,1,,,,,,,
2020-0F1-040373,4,,,,,,,
995,1,,,,,,,
4003,1,,,,,,,
4065,1,,,,,,,
4211,1,,,,,,,
2020-0F1-040508,4,,,,,,,
4008,2,,,,,,,
4048,2,,,,,,,
2020-0F1-041222,1,,,,,,,
2233,1,,,,,,,
2020-0F1-041331,1,,,,,,,
2474,1,,,,,,,
2020-0F1-041395,1,,,,,,,
3012,1,,,,,,,
2020-0F1-042693,1,,,,,,,
2877,1,,,,,,,
2020-0F1-042725,2,,,,,,,
2908,2,,,,,,,
2020-0F1-042906,3,,,,,,,
671,1,,,,,,,
3576,1,,,,,,,
4048,1,,,,,,,
2020-0F1-042959,1,,,,,,,
3912,1,,,,,,,
2020-0F1-042982,1,,,,,,,
3160,1,,,,,,,
2020-0F1-043987,1,,,,,,,
995,1,,,,,,,
2020-0F1-045476,2,,,,,,,
3960,1,,,,,,,
4048,1,,,,,,,
2020-0F1-045481,2,,,,,,,
3431,1,,,,,,,
3921,1,,,,,,,
2020-0F1-045797,2,,,,,,,
995,1,,,,,,,
4067,1,,,,,,,
2020-0F1-045985,1,,,,,,,
2575,1,,,,,,,
2020-0F1-046489,2,,,,,,,
3170,1,,,,,,,
3960,1,,,,,,,
2020-0F1-046513,2,,,,,,,
4048,1,,,,,,,
4084,1,,,,,,,
2020-0F1-046555,2,,,,,,,
3246,1,,,,,,,
3912,1,,,,,,,
2020-0F1-047309,1,,,,,,,
2474,1,,,,,,,
2020-0F1-047418,4,,,,,,,
2541,1,,,,,,,
2596,1,,,,,,,
4046,1,,,,,,,
4084,1,,,,,,,
2020-0F1-047430,3,,,,,,,
995,1,,,,,,,
3665,1,,,,,,,
3912,1,,,,,,,
2020-0F1-047451,1,,,,,,,
3665,1,,,,,,,
2020-0F1-047513,2,,,,,,,
1084,1,,,,,,,
4124,1,,,,,,,
2020-0F1-047678,2,,,,,,,
3441,2,,,,,,,
2020-0F1-047815,1,,,,,,,
3709,1,,,,,,,
2020-0F1-047954,2,,,,,,,
2836,1,,,,,,,
4075,1,,,,,,,
2020-0F1-047998,3,,,,,,,
965,1,,,,,,,
3019,1,,,,,,,
3334,1,,,,,,,
2020-0F1-048275,2,,,,,,,
1934,1,,,,,,,
2474,1,,,,,,,
2020-0F1-048310,4,,,,,,,
1934,2,,,,,,,
4124,2,,,,,,,
2020-0F1-048462,1,,,,,,,
3344,1,,,,,,,
2020-0F1-048601,30,,,,,,,
995,6,,,,,,,
2304,6,,,,,,,
3031,6,,,,,,,
3665,6,,,,,,,
4067,6,,,,,,,
2020-0F1-048750,1,,,,,,,
3588,1,,,,,,,
2020-0F1-048866,3,,,,,,,
2227,1,,,,,,,
3170,1,,,,,,,
3383,1,,,,,,,
2020-0F1-048913,2,,,,,,,
3912,1,,,,,,,
4084,1,,,,,,,
2020-0F1-049006,1,,,,,,,
2051,1,,,,,,,
2020-0F1-049620,3,,,,,,,
2095,1,,,,,,,
2836,1,,,,,,,
4364,1,,,,,,,
2020-0F1-049761,3,,,,,,,
2580,1,,,,,,,
3459,1,,,,,,,
4371,1,,,,,,,
2020-0F1-049829,2,,,,,,,
3123,1,,,,,,,
4124,1,,,,,,,
2020-0F1-049936,2,,,,,,,
3344,1,,,,,,,
4191,1,,,,,,,
2020-0F1-049985,2,,,,,,,
2734,1,,,,,,,
3479,1,,,,,,,
2020-0F1-050100,2,,,,,,,
1854,1,,,,,,,
3588,1,,,,,,,
2020-0F1-050285,2,,,,,,,
3363,1,,,,,,,
4410,1,,,,,,,
2020-0F1-050368,1,,,,,,,
2918,1,,,,,,,
2020-0F1-050456,2,,,,,,,
2575,1,,,,,,,
3459,1,,,,,,,
2020-0F1-050810,2,,,,,,,
2664,1,,,,,,,
4124,1,,,,,,,
2020-0F1-050829,2,,,,,,,
2664,1,,,,,,,
4124,1,,,,,,,
2020-0F1-050988,2,,,,,,,
2434,1,,,,,,,
4124,1,,,,,,,
2020-0F1-050994,1,,,,,,,
4124,1,,,,,,,
2020-0F1-051089,1,,,,,,,
