interview_number,call_number,date_time_rpt_date,date_time_rpt_time,rpt_date_time_date,rpt_date_time_time,reporting_officer,assisting_officer,location_type,zone,street,city_state,reason,entered,modified,approved
21-432-FI,21-105300,06/04/2021,1931.0,06/04/2021,1931.0,Officer Dads Dominque,Officer Chad Joseph,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   LIOTERING/TRESSPASS,06/04/2021 @ 1948,06/05/2021 @ 1609,06/10/2021 @ 2237
21-433-FI,21-105324,06/04/2021,2002.0,06/04/2021,2002.0,Officer Edwin Torres,,Highway/Road/Alley/Street,Sector G2 P.P./Boston Rd.,,SPRINGFIELD MA,1   PANHANDLING,06/04/2021 @ 2022,06/04/2021 @ 2041,06/04/2021 @ 2052
21-434-FI,21-105329,06/04/2021,2007.0,06/04/2021,2007.0,Officer Dads Dominque,Officer Chad Joseph,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Activity - TRESPASS,06/04/2021 @ 2026,06/04/2021 @ 2038,06/10/2021 @ 2238
21-435-FI,21-105583,06/05/2021,323.0,06/05/2021,323.0,Sergeant Matthew Simon,Officer Clay Canning,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Activity,06/05/2021 @ 0453,06/05/2021 @ 0503,06/05/2021 @ 0723
21-436-FI,21-105660,06/05/2021,820.0,06/05/2021,820.0,Officer Troy Hufnagel,Officer Michael Goggin,Arena/Stadium/Fairgrounds/C,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Person,06/05/2021 @ 0857,06/14/2021 @ 0713,06/14/2021 @ 1346
21-437-FI,21-105712,06/05/2021,1039.0,06/05/2021,1039.0,Officer Rashad Evans,Officer Ricardo Rivera Flores,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,REAR OF,SPRINGFIELD MA,1   Suspicious Activity,06/05/2021 @ 1103,06/10/2021 @ 0055,06/10/2021 @ 0837
21-438-FI,21-105746,06/05/2021,1138.0,06/05/2021,1138.0,Officer JASON MARTINEZ,Officer Michael Goggin,Residence/Home/Apt./Condo,Sector H1 Forest Park,QUARANTINE #3216,SPRINGFIELD MA 01108,1    Drug Activity,06/05/2021 @ 1337,06/05/2021 @ 1351,06/08/2021 @ 1609
21-439-FI,21-105793,06/05/2021,1300.0,06/05/2021,1300.0,Officer Alex Ortiz,Officer Robert Carter,Park/Playground,Sector E1 Metro/South End,STEARNS SQ,SPRINGFIELD MA,1    Police Information,06/05/2021 @ 2058,06/05/2021 @ 2112,06/08/2021 @ 1559
21-440-FI,21-105841,06/05/2021,1422.0,06/05/2021,1422.0,Officer Alex Ortiz,Officer Robert Carter,Parking Lot/Garage,Sector E2 Metro/6Corners,MAPLE ST @ HIGH ST,SPRINGFIELD MA,1    Police Information,06/05/2021 @ 2318,06/05/2021 @ 2322,06/08/2021 @ 1558
21-441-FI,21-105967,06/05/2021,1758.0,06/05/2021,1758.0,Officer CULLEN BURKE,Lieutenant Julio Toledo,Highway/Road/Alley/Street,Sector A N. End/Memorial,CHRISTOPHER'S PACKAGE STORE,SPRINGFIELD MA,1   Suspicious Person / LOITERING,06/08/2021 @ 0805,06/11/2021 @ 1023,06/11/2021 @ 2231
21-442-FI,21-106368,06/06/2021,337.0,06/06/2021,337.0,Officer Michael Stierle,,Liquor Store,Sector B2 Liberty Heights,SPIRIT SHOPPE,SPRINGFIELD MA,1    Suspicious Person / POSSIBLE BREAKER,06/06/2021 @ 0343,06/06/2021 @ 0355,06/06/2021 @ 0433
21-443-FI,21-106480,06/06/2021,1015.0,06/06/2021,1015.0,Officer Chad Joseph,Officer Nathan Valois,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Gang Activity/TRESPASS,06/06/2021 @ 1056,06/06/2021 @ 1128,06/10/2021 @ 2241
21-444-FI,21-106833,06/06/2021,2242.0,06/06/2021,2242.0,Officer Elizabeth Torres,,School-Elementary/Secondary,Sector B1 Liberty Heights,REAR-GLENWOOD ELEMENTARY SCHOOL,SPRINGFIELD MA 01104,1   Suspicious Person,06/06/2021 @ 2309,06/06/2021 @ 2321,06/06/2021 @ 2337
21-445-FI,21-107635,06/08/2021,124.0,06/08/2021,124.0,Officer James Menard,Officer Clay Canning,Community Center,Sector E2 Metro/6Corners,OPEN PANTRY COMMUNITY SERVICES MAIN OFFICE,SPRINGFIELD MA,1   Suspicious Activity,06/08/2021 @ 0146,06/08/2021 @ 0232,06/08/2021 @ 0333
21-446-FI,21-107765,06/08/2021,825.0,06/08/2021,825.0,Officer Oumar Keita,Officer Robert Gayle,Parking Lot/Garage,Sector E2 Metro/6Corners,,,1   Suspicious Person,06/08/2021 @ 0848,06/08/2021 @ 1022,06/08/2021 @ 2155
21-447-FI,21-107854,06/08/2021,1045.0,06/08/2021,1045.0,Officer Jose Silva,Officer Siahra FELICIANO,,,,,,,,
21-448-FI,21-107871,06/08/2021,1102.0,06/08/2021,1102.0,Officer Luishka Mendez-Vasquez,,,,,,,,,
21-449-FI,21-108222,06/08/2021,2142.0,06/08/2021,2142.0,Officer MARC-ANTHONY CARTER,Officer Juan Taveras,Other/Unknown,Sector A N. End/Memorial,CHRISTOPHERS PACKAGE STORE INC,SPRINGFIELD MA,1   LOITERING,06/08/2021 @ 2218,06/08/2021 @ 2252,06/10/2021 @ 2228
21-450-FI,21-108224,06/08/2021,2146.0,06/08/2021,2146.0,Officer MARC-ANTHONY CARTER,Officer Juan Taveras,Convenience Store,Sector A N. End/Memorial,FAMILY DOLLAR,SPRINGFIELD MA 01107,1   WELL BEING CHECK,,,
21-452-FI,21-108657,06/09/2021,1450.0,06/09/2021,1450.0,Sergeant James Trubia,Officer Runuel Bibby,Highway/Road/Alley/Street,Sector E1 Metro/South End,,SPRINGFIELD MA,1   Suspicious Person,06/09/2021 @ 1554,06/09/2021 @ 1606,06/11/2021 @ 1545
21-453-FI,21-109154,06/10/2021,858.0,06/10/2021,858.0,Officer Michael Goggin,Officer CULLEN BURKE,Parking Lot/Garage,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Drug Activity,06/10/2021 @ 1130,06/10/2021 @ 1141,06/11/2021 @ 1544
21-454-FI,21-109294,06/10/2021,1312.0,06/10/2021,1312.0,Officer Thomas LaBonte,,Convenience Store,Sector H2 Forest Park/EFP,VALERO GAS STATION,SPRINGFIELD MA,1   Suspicious Person/TRESPASS,06/10/2021 @ 1406,06/10/2021 @ 1424,06/10/2021 @ 2242
21-455-FI,21-109337,06/10/2021,1419.0,06/10/2021,1419.0,Officer CULLEN BURKE,Officer Michael Goggin,Commercial/Office Building,Sector E2 Metro/6Corners,"STAIRWELL, EASTERN SIDE OF THE BUILDING",SPRINGFIELD MA,1   Suspicious Person,06/10/2021 @ 1453,06/10/2021 @ 1519,06/11/2021 @ 1528
21-456-FI,21-109437,06/10/2021,1658.0,06/10/2021,1658.0,Officer DEZMOND AGUIRRE,Officer Dads Dominque,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1    Suspicious Person,06/10/2021 @ 1714,06/27/2021 @ 0357,07/13/2021 @ 1937
21-457-FI,21-110151,06/11/2021,1449.0,06/11/2021,1449.0,Officer Michael Goggin,Officer AISHA GONZALEZ,Church/Synagogue/Temple,Sector E2 Metro/6Corners,"STAIRWELL OF CHURCH, WESTERN SIDE OF THE BUIL","SALEM ST @ MATTOON ST
     SPRINGFIELD MA",1   Drug Activity,06/12/2021 @ 0842,06/12/2021 @ 0911,06/14/2021 @ 1517
21-458-FI,21-110243,06/11/2021,1723.0,06/11/2021,1723.0,Officer Edwin Torres,,Highway/Road/Alley/Street,Sector G2 P.P./Boston Rd.,,SPRINGFIELD MA,1   PANHANBDLING,06/11/2021 @ 1902,06/11/2021 @ 1909,06/11/2021 @ 2358
21-459-FI,21-110284,06/11/2021,1820.0,06/11/2021,1820.0,Officer Oumar Keita,,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,PARKING LOT ACROSS FROM,SPRINGFIELD MA,1   Suspicious Activity,06/11/2021 @ 1846,06/11/2021 @ 1921,06/11/2021 @ 1931
21-460-FI,21-110286,06/11/2021,1821.0,06/11/2021,1821.0,Officer Luishka Mendez-Vasquez,Officer Angel Monserrate,Liquor Store,Sector F2 Old&Upper Hill,J&J PACKAGE STORE,,1   Suspicious Person,,,
21-461-FI,21-110425,06/11/2021,2131.0,06/11/2021,2131.0,Officer Oumar Keita,,Commercial/Office Building,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,,,
21-462-FI,21-110435,06/11/2021,2141.0,06/11/2021,2141.0,,,,,,,,,,
21-463-FI,21-110689,06/12/2021,606.0,06/12/2021,606.0,Officer Cameron Bugbee,Officer Joseph Bergdoll,Commercial/Office Building,Sector E2 Metro/6Corners,BHN MIS,SPRINGFIELD MA,1   Suspicious Person,06/12/2021 @ 0624,06/12/2021 @ 0656,06/12/2021 @ 0717
21-464-FI,21-111248,06/12/2021,2245.0,06/12/2021,2245.0,Officer Clay Canning,,Community Center,Sector E2 Metro/6Corners,OPEN PANTRY COMMUNITY SERVICES MAIN OFFICE,,1   Foot Patrol (PARK & WALK),,,
21-465-FI,21-111444,06/13/2021,447.0,06/13/2021,447.0,Lieutenant John Zollo,,Commercial/Office Building,Sector E2 Metro/6Corners,RAIPHER PC,SPRINGFIELD MA,1   Suspicious Activity,06/13/2021 @ 0451,06/13/2021 @ 0454,06/13/2021 @ 0454
21-466-FI,21-111520,06/13/2021,948.0,06/13/2021,948.0,Officer Jose Silva,,Park/Playground,Sector A N. End/Memorial,BIKE PATH,"RIVERSIDE RD @ WEST ST
    SPRINGFIELD MA",1   Suspicious Person,06/13/2021 @ 0955,06/13/2021 @ 1018,06/13/2021 @ 1028
21-467-FI,21-111577,06/13/2021,1227.0,06/13/2021,1227.0,Officer Jose Silva,,,,,,,,,
21-468-FI,21-111602,06/13/2021,1331.0,06/13/2021,1331.0,Officer WANINA JUSTINIANO,Officer Samantha Jones,,,,,1   Suspicious Person/DRUG ACTIVITY,06/13/2021 @ 1357,06/13/2021 @ 1428,06/14/2021 @ 1316
21-469-FI,21-111722,06/13/2021,1812.0,06/13/2021,1812.0,Officer Jonathon Aponte,Officer Dads Dominque,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   TRESSPASS/LOTTERING,06/13/2021 @ 1834,06/13/2021 @ 1852,07/13/2021 @ 1951
21-470-FI,21-111979,06/14/2021,152.0,06/14/2021,152.0,Officer Clay Canning,Officer Luis Vergara,Other/Unknown,Sector E2 Metro/6Corners,RAIPHER LAW,SPRINGFIELD MA,1   Suspicious Person,06/14/2021 @ 0222,06/14/2021 @ 0334,06/14/2021 @ 0615
21-471-FI,21-112866,06/15/2021,949.0,06/15/2021,949.0,Officer Lindsay Tagliapietra,Officer Eddie Sierra,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspected Prostitution,06/15/2021 @ 1001,06/16/2021 @ 0840,06/16/2021 @ 0947
21-472-FI,21-113441,06/16/2021,130.0,06/16/2021,130.0,Officer Clay Canning,Officer Jomaris Vazquez,Commercial/Office Building,Sector E2 Metro/6Corners,RAIPHER PC,SPRINGFIELD MA,1   Suspicious Activity,06/16/2021 @ 0159,06/16/2021 @ 0215,06/16/2021 @ 0632
21-473-FI,21-113527,06/16/2021,616.0,06/16/2021,616.0,Officer Joseph Bergdoll,Officer Thomas Normoyle,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,REAR OF SIDE STAIRWELL,SPRINGFIELD MA 01103,1   Suspicious PersonS/TRESPASSING,06/16/2021 @ 0624,06/16/2021 @ 0631,06/16/2021 @ 0633
21-474-FI,21-114355,06/17/2021,904.0,06/17/2021,904.0,Officer Duane Lewis,Officer Oumar Keita,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,06/17/2021 @ 0947,06/17/2021 @ 1025,06/17/2021 @ 2026
21-475-FI,21-114851,06/17/2021,2225.0,06/17/2021,2225.0,Officer AISHA GONZALEZ,Lieutenant Julio Toledo,Parking Lot/Garage,Sector B2 Liberty Heights,MASS REGISTRY OF MOTOR VEHICLES,SPRINGFIELD MA,1   Suspicious Activity,06/17/2021 @ 2243,06/17/2021 @ 2311,07/13/2021 @ 1948
21-476-FI,21-114838,06/17/2021,2155.0,06/17/2021,2155.0,Officer KYLE KALIN,Officer Kelley Diederich,Other/Unknown,Sector B1 Liberty Heights,PREDESING BLDG SYSTEMS INC,SPRINGFIELD MA,1   Police Information,06/17/2021 @ 2336,06/18/2021 @ 0109,06/22/2021 @ 1548
21-477-FI,21-114905,06/18/2021,11.0,06/18/2021,11.0,Officer Roberto Gonzalez,Officer Nestor Santos,Highway/Road/Alley/Street,Sector A N. End/Memorial,W SECTOR,"BOND ST
     SPRINGFIELD MA",1   Suspicious Activity,06/18/2021 @ 0103,06/18/2021 @ 0121,06/18/2021 @ 0552
21-478-FI,21-115008,06/18/2021,310.0,06/18/2021,310.0,Officer Berardino LoChiatto,Officer Vincent Dudley,Other/Unknown,Sector D2 Indian Orchard,HUBBARD PARK,SPRINGFIELD MA,1   Suspicious Person,06/18/2021 @ 0320,06/18/2021 @ 0337,06/18/2021 @ 0552
21-479-FI,21-115254,06/18/2021,1209.0,06/18/2021,1209.0,Officer Juan Taveras,Lieutenant Julio Toledo,Highway/Road/Alley/Street,Sector C East Springfield,,SPRINGFIELD MA,1   Suspicious Vehicle,06/18/2021 @ 1227,06/18/2021 @ 1319,07/13/2021 @ 1947
21-480-FI,21-115293,06/18/2021,1254.0,06/18/2021,1254.0,Officer Robert Gayle,Officer Ricardo Rivera Flores,Highway/Road/Alley/Street,Sector H1 Forest Park,WOODSIDE TER @ BELMONT AVE,SPRINGFIELD MA,1   Gang Activity,06/18/2021 @ 1301,06/18/2021 @ 1331,07/13/2021 @ 1946
21-481-FI,21-115384,06/18/2021,1507.0,06/18/2021,1507.0,Officer Robert Gayle,Officer Ricardo Rivera Flores,Highway/Road/Alley/Street,Sector A N. End/Memorial,MAIN ST @ HUNTINGTON ST,SPRINGFIELD MA,1   Suspicious Activity,06/18/2021 @ 1513,06/18/2021 @ 1529,07/13/2021 @ 1945
21-482-FI,21-115437,06/18/2021,1653.0,06/18/2021,1653.0,Officer IRAN TEJADA,Officer Dads Dominque,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Suspicious Person / TRASPASSING,06/18/2021 @ 1718,06/18/2021 @ 1801,07/13/2021 @ 1944
21-483-FI,21-115580,06/18/2021,2015.0,06/18/2021,2015.0,Officer ROWELL TUCKER,Officer Charles Scheehser,Parking Lot/Garage,Sector F1 McKnight/Bay,,SPRINGFIELD MA,1    Drug Activity,06/18/2021 @ 2035,06/18/2021 @ 2058,06/19/2021 @ 0908
21-484-FI,21-115959,06/19/2021,927.0,06/19/2021,927.0,Officer Joshua Donohue,Officer Elizabeth Torres,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SCHOOL ST @ HIGH ST,SPRINGFIELD MA,1   Suspicious Person,06/19/2021 @ 0930,06/20/2021 @ 1014,06/20/2021 @ 1156
21-485-FI,21-115972,06/19/2021,956.0,06/19/2021,956.0,Officer Joshua Donohue,Officer Elizabeth Torres,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SCHOOL ST @ HIGH ST,SPRINGFIELD MA,1    Suspicious Person,06/19/2021 @ 1003,06/19/2021 @ 1027,06/19/2021 @ 1514
21-486-FI,21-115972,06/19/2021,956.0,06/19/2021,956.0,Officer Joshua Donohue,Officer Elizabeth Torres,,,,,1   Suspicious Person,06/19/2021 @ 1038,06/19/2021 @ 1110,06/19/2021 @ 1514
21-487-FI,21-116179,06/19/2021,1557.0,06/19/2021,1557.0,Officer Jose Perales,Officer Maciej Jasinski,Other/Unknown,Sector F1 McKnight/Bay,FALCON GAS,SPRINGFIELD MA 01109,1   Suspicious Person,,,
21-488-FI,21-116209,06/19/2021,1632.0,06/19/2021,1632.0,Officer Oumar Keita,Officer Czarghami Whittaker,,,,,,,,
21-489-FI,21-116483,06/20/2021,7.0,06/20/2021,7.0,Officer Alan Wine,,Highway/Road/Alley/Street,Sector I1 16Acr/Outer Bel,,SPRINGFIELD MA,1   Suspicious Vehicle,,,
21-490-FI,21-117201,06/21/2021,458.0,06/21/2021,458.0,Officer Raheem Ovalles,Officer Roberto Gonzalez,Residence/Home/Apt./Condo,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Activity,06/21/2021 @ 0550,06/21/2021 @ 0729,06/21/2021 @ 0730
21-491-FI,21-118061,06/22/2021,952.0,06/22/2021,952.0,Officer Michael Goggin,Officer JORGE CALDERO,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,REAR- UNION STREET SIDE,SPRINGFIELD MA,1   Suspicious Activity,06/22/2021 @ 1311,06/22/2021 @ 1344,06/22/2021 @ 1500
21-492-FI,21-118138,06/22/2021,1151.0,06/22/2021,1151.0,Officer FERNANDO ROSA,Officer Chad Joseph,Highway/Road/Alley/Street,Sector H1 Forest Park,,SPRINGFIELD MA,1   Police Information,06/22/2021 @ 1207,06/22/2021 @ 1333,07/13/2021 @ 1943
21-493-FI,21-118235,06/22/2021,1350.0,06/22/2021,1350.0,Officer Michael Goggin,Officer JORGE CALDERO,School-Elementary/Secondary,Sector E2 Metro/6Corners,NORTH SIDE PARKING LOT- ON UNION STREET,SPRINGFIELD MA,1   Drug Activity,06/23/2021 @ 0836,06/24/2021 @ 0802,06/24/2021 @ 1700
21-494-FI,21-118753,06/23/2021,900.0,06/23/2021,900.0,Sergeant Naomi Reyes,,Parking Lot/Garage,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Directed Patrol,06/23/2021 @ 0926,06/23/2021 @ 1001,06/23/2021 @ 1058
21-495-FI,21-118898,06/23/2021,1254.0,06/23/2021,1254.0,Officer Robert Gayle,Officer Ricardo Rivera Flores,Highway/Road/Alley/Street,Sector A N. End/Memorial,MAIN ST @ CUMBERLAND ST,SPRINGFIELD MA,1   Gang Activity,06/23/2021 @ 1426,06/23/2021 @ 1435,07/13/2021 @ 1942
21-496-FI,21-119422,06/24/2021,755.0,06/24/2021,755.0,Lieutenant Derek Cook,,Highway/Road/Alley/Street,Sector F1 McKnight/Bay,STATE ST @ CORTLAND ST,SPRINGFIELD MA,1   Police Information,06/24/2021 @ 0807,06/24/2021 @ 0818,06/25/2021 @ 1116
21-497-FI,21-119463,06/24/2021,849.0,06/24/2021,849.0,Officer Alex Ortiz,Officer Michael Cruz,Parking Lot/Garage,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Drug Activity,,,
21-498-FI,21-119463,06/24/2021,849.0,06/24/2021,849.0,Officer THOMAS THANS,Officer Michael Cruz,Parking Lot/Garage,Sector E2 Metro/6Corners,UNION ST @ MAPLE ST,SPRINGFIELD MA,1    Suspicious Activity,06/24/2021 @ 1335,06/24/2021 @ 1446,07/13/2021 @ 1941
21-499-FI,21-119763,06/24/2021,1701.0,06/24/2021,1705.0,Officer Joshua Donohue,Officer Angel Monserrate,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Police Information,,,
21-500-FI,21-120228,06/25/2021,916.0,06/25/2021,916.0,Officer Luishka Mendez-Vasquez,Officer Alexander Lozada,Commercial/Office Building,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1    Suspicious Person/TRESPASS,06/25/2021 @ 0932,06/25/2021 @ 0938,06/26/2021 @ 0751
21-501-FI,21-120529,06/25/2021,1728.0,06/25/2021,1728.0,Officer Angel Monserrate,Lieutenant Julio Toledo,Residence/Home/Apt./Condo,Sector H1 Forest Park,,SPRINGFIELD MA,1   Drug Activity,06/25/2021 @ 1755,06/25/2021 @ 1830,07/13/2021 @ 1954
21-502-FI,21-120575,06/25/2021,1829.0,06/25/2021,1840.0,Sergeant William Catellier,Officer Jeremy Rivas,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,06/25/2021 @ 1920,06/25/2021 @ 1932,06/25/2021 @ 1936
21-503-FI,21-120918,06/26/2021,411.0,06/26/2021,411.0,Officer Ryan Thomas,Officer David Colon,Parking Lot/Garage,Sector F2 Old&Upper Hill,DOLLAR TREE,SPRINGFIELD MA 01109,1    Suspicious Person,,,
21-504-FI,21-121264,06/26/2021,1838.0,06/26/2021,1838.0,Officer Robert Bellucci,Lieutenant John Zollo,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SCHOOL ST @ UNION ST,SPRINGFIELD MA,1   SUSPECTED SOLICITATION,,,
21-505-FI,21-121379,06/26/2021,2143.0,06/26/2021,2143.0,Officer Robert Bellucci,Lieutenant John Zollo,,,,,,,,
21-506-FI,21-122113,06/27/2021,2358.0,06/27/2021,2358.0,Officer LUIS RODRIGUEZ,Officer Daniel Regan,Drug Store/Doctor's Office/,Sector F1 McKnight/Bay,CVS PHARMACY SPRINGFIELD PHOTO LAB,SPRINGFIELD MA,1   Suspicious Activity,,,
21-507-FI,21-122914,06/29/2021,202.0,06/29/2021,202.0,Officer AISHA GONZALEZ,Officer Gustavo Olivo,Highway/Road/Alley/Street,Sector H2 Forest Park/EFP,WHITE ST @ SCOTT ST,,1   Police Information,06/29/2021 @ 0343,06/29/2021 @ 0647,06/29/2021 @ 0723
21-508-FI,21-123035,06/29/2021,831.0,06/29/2021,831.0,Officer Rashad Evans,Officer Tyler Stanton,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,06/29/2021 @ 0938,06/29/2021 @ 1139,06/29/2021 @ 1231
21-509-FI,21-123359,06/29/2021,1745.0,06/29/2021,1745.0,Officer JASON MARTINEZ,Officer Matthew Newell,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,CEDAR ST @ WATER ST,SPRINGFIELD MA,1   Suspicious Person,06/29/2021 @ 1845,06/29/2021 @ 1950,06/29/2021 @ 2129
21-510-FI,21-123808,06/30/2021,842.0,06/30/2021,842.0,Officer Luishka Mendez-Vasquez,Officer Rashad Evans,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Vehicle,,,
21-511-FI,21-123938,06/30/2021,1111.0,06/30/2021,1111.0,Officer Luishka Mendez-Vasquez,Officer Rashad Evans,,,,,,,,
21-512-FI,21-123968,06/30/2021,1138.0,06/30/2021,1138.0,Officer Oumar Keita,Officer Charles Scheehser,Highway/Road/Alley/Street,Sector H1 Forest Park,,,1   Drug Activity,07/01/2021 @ 1915,07/01/2021 @ 1941,07/07/2021 @ 1457
21-513-FI,21-124001,06/30/2021,1219.0,06/30/2021,1219.0,Officer Francisco Luna,Officer Josue Cruz,Field/Woods,Sector F1 McKnight/Bay,FENCE BY OAK GROVE CEMETERY & CLIFFORD   RD,"CLIFFORD ST @ BAY ST
     SPRINGFIELD MA",1   Foot Patrol,06/30/2021 @ 1251,06/30/2021 @ 1419,06/30/2021 @ 1439
21-514-FI,21-124643,07/01/2021,922.0,07/01/2021,922.0,Officer Marquez McKreith-Collins,Officer Luishka Mendez-Vasquez,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,,SPRINGFIELD MA,1   Suspicious Person,07/01/2021 @ 0941,07/01/2021 @ 0958,07/01/2021 @ 1200
21-515-FI,21-124739,07/01/2021,1112.0,07/01/2021,1112.0,Officer Josue Cruz,Officer Francisco Luna,Other/Unknown,Sector F1 McKnight/Bay,FALCON GAS,SPRINGFIELD MA 01109,1   Police Information,07/01/2021 @ 1125,07/01/2021 @ 1201,07/01/2021 @ 1326
21-516-FI,21-124775,07/01/2021,1219.0,07/01/2021,1219.0,Officer Josue Cruz,Officer Francisco Luna,Field/Woods,Sector F1 McKnight/Bay,OAK GROVE CEMETARY AND CLIFFORD ST HOMES,"CLIFFORD ST @ BAY ST
    SPRINGFIELD MA",1   Drug Activity,07/01/2021 @ 1249,07/01/2021 @ 1328,07/01/2021 @ 1334
21-517-FI,21-124820,07/01/2021,1335.0,07/01/2021,1335.0,Officer Arjel Falcon,Officer Christopher Roberts,Residence/Home/Apt./Condo,Sector E2 Metro/6Corners,,SPRINGFIELD MA 01105,1    SUSPECTED SOLICITATION (STREETWALKER),07/01/2021 @ 1359,07/01/2021 @ 1412,07/01/2021 @ 1519
21-518-FI,21-125227,07/02/2021,226.0,07/02/2021,226.0,Officer Clay Canning,Officer Luis Vergara,Community Center,Sector E2 Metro/6Corners,OPEN PANTRY COMMUNITY SERVICES MAIN OFFICE,SPRINGFIELD MA,1   Foot Patrol (SCHOOL/TEMPLE PARK & WALK,,,
21-519-FI,21-125360,07/02/2021,907.0,07/02/2021,907.0,Officer Jessica Putnam,Officer Rashad Evans,Highway/Road/Alley/Street,Sector E2 Metro/6Corners,SCHOOL ST @ HIGH ST,SPRINGFIELD MA,1   Suspicious Person,07/02/2021 @ 0915,07/02/2021 @ 0922,07/02/2021 @ 1105
21-520-FI,21-125400,07/02/2021,1008.0,07/02/2021,1008.0,Officer Robert Bellucci,Officer Francisco Luna,,,,,,,,
21-521-FI,21-125781,07/02/2021,2003.0,07/02/2021,2003.0,Sergeant Jacob Werbicki,,Commercial/Office Building,Sector E2 Metro/6Corners,IN THE REAR,SPRINGFIELD MA,1    Suspicious Person,07/02/2021 @ 2008,07/02/2021 @ 2013,07/03/2021 @ 1519
21-522-FI,21-125821,07/02/2021,2047.0,07/02/2021,2047.0,Officer John Lopez,,Park/Playground,Sector H1 Forest Park,CAMP STAR ANGELINA,SPRINGFIELD MA,1    Suspicious Activity,,,
21-523-FI,21-125768,07/02/2021,1948.0,07/02/2021,1948.0,Officer Juan Taveras,Officer Manuel Ayala,Parking Lot/Garage,Sector A N. End/Memorial,PARKING LOT,SPRINGFIELD MA,1   Police Information,07/06/2021 @ 2219,07/07/2021 @ 2126,07/13/2021 @ 1932
21-524-FI,21-126140,07/03/2021,933.0,07/03/2021,933.0,Officer Francisco Luna,Officer Robert Bellucci,Service/Gas Station,Sector F1 McKnight/Bay,FALCON GAS,SPRINGFIELD MA 01109,1   Directed Patrol,07/03/2021 @ 0956,07/03/2021 @ 1031,07/04/2021 @ 0806
21-525-FI,21-126217,07/03/2021,1205.0,07/03/2021,1205.0,Officer Joshua Dufresne,Officer Martin Germain,Residence/Home/Apt./Condo,Sector I1 16Acr/Outer Bel,SE SECTOR,SPRINGFIELD MA,1    Police Information,,,
21-526-FI,21-126913,07/04/2021,1437.0,07/04/2021,1437.0,Officer Manuel Ayala,,Parking Lot/Garage,Sector A N. End/Memorial,CHRISTOPHERS PACKAGE STORE INC,SPRINGFIELD MA,1   Suspicious Activity/LOITERING,07/04/2021 @ 1454,07/04/2021 @ 1512,07/04/2021 @ 1516
21-527-FI,21-126996,07/04/2021,1648.0,07/04/2021,1648.0,Officer Dads Dominque,Officer Chad Joseph,Service/Gas Station,Sector E1 Metro/South End,CITGO GAS,SPRINGFIELD MA,1   SUSPECTED SOLICITATION,07/04/2021 @ 1741,07/04/2021 @ 1906,07/13/2021 @ 1934
21-528-FI,21-127597,07/05/2021,51.0,07/05/2021,51.0,Officer Andrew Rivera,Officer Nestor Santos,Highway/Road/Alley/Street,Sector A N. End/Memorial,,SPRINGFIELD MA,1   Suspicious Person,07/05/2021 @ 0109,07/05/2021 @ 0318,07/05/2021 @ 0604
